Category	GeneSet	N_genes	N_overlap	p	adjP	genes	link
GO_bp	GO_CENTRIOLE_ASSEMBLY	40	2	0.002665530105265039	0.033662622463398684	BRCA1:KAT2B	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CENTRIOLE_ASSEMBLY
GO_bp	GO_POSITIVE_REGULATION_OF_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL	40	2	0.002665530105265039	0.033662622463398684	HTT:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL
GO_bp	GO_POSITIVE_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT	40	2	0.002665530105265039	0.033662622463398684	MAPK6:APOE	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT
GO_bp	GO_NEUTRAL_LIPID_CATABOLIC_PROCESS	40	2	0.002665530105265039	0.033662622463398684	APOE:LPL	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_NEUTRAL_LIPID_CATABOLIC_PROCESS
GO_bp	GO_MICROTUBULE_BASED_PROCESS	731	6	0.0027016134816814697	0.03405979260781956	BRCA1:ANKRD53:KAT2B:MLH1:HTT:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_MICROTUBULE_BASED_PROCESS
GO_bp	GO_LIPID_HOMEOSTASIS	145	3	0.0027174294106312976	0.034083798921740675	APOE:FGFR4:LPL	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_LIPID_HOMEOSTASIS
GO_bp	GO_MYELOID_CELL_HOMEOSTASIS	145	3	0.0027174294106312976	0.034083798921740675	ZFPM1:SP3:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_MYELOID_CELL_HOMEOSTASIS
GO_bp	GO_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION	145	3	0.0027174294106312976	0.034083798921740675	TLR2:RIPK2:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION
GO_bp	GO_NEGATIVE_REGULATION_OF_CELL_DIFFERENTIATION	733	6	0.002738317331466393	0.03424540818283267	IL4R:ZFPM1:APOE:FRZB:TRIB3:REST	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_CELL_DIFFERENTIATION
GO_bp	GO_NEGATIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS	1265	8	0.002739632654626614	0.03424540818283267	IL4R:ZFPM1:APOE:FRZB:TLR6:REST:TLR2:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS
GO_bp	GO_DNA_DEPENDENT_DNA_REPLICATION	146	3	0.002770686665749379	0.034574782671066104	POLE:BLM:POLQ	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_DNA_DEPENDENT_DNA_REPLICATION
GO_bp	GO_T_HELPER_1_TYPE_IMMUNE_RESPONSE	41	2	0.002798785855090656	0.03486623056765478	IL4R:RIPK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_T_HELPER_1_TYPE_IMMUNE_RESPONSE
GO_bp	GO_REGULATION_OF_CELL_SHAPE	147	3	0.002824584853541441	0.03512808574201284	ICAM1:KDR:CSF1R	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_CELL_SHAPE
GO_bp	GO_ACTIN_FILAMENT_BASED_PROCESS	739	6	0.0028506830301918305	0.035392770729577624	ICAM1:PLEK:PDLIM4:CSF1R:JAK2:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_ACTIN_FILAMENT_BASED_PROCESS
GO_bp	GO_RESPONSE_TO_TUMOR_NECROSIS_FACTOR	308	4	0.002874939279860949	0.0356337330640438	BRCA1:ICAM1:UBD:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_RESPONSE_TO_TUMOR_NECROSIS_FACTOR
GO_bp	GO_CELL_CELL_SIGNALING_BY_WNT	510	5	0.0029118632314769654	0.03603063089453821	APOE:FRZB:EGF:TLR2:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CELL_CELL_SIGNALING_BY_WNT
GO_bp	GO_TRIGLYCERIDE_METABOLIC_PROCESS	42	2	0.002935120059411782	0.03607547230213479	APOE:LPL	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_TRIGLYCERIDE_METABOLIC_PROCESS
GO_bp	GO_BASE_EXCISION_REPAIR	42	2	0.002935120059411782	0.03607547230213479	POLE:POLQ	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_BASE_EXCISION_REPAIR
GO_bp	GO_DNA_DEPENDENT_DNA_REPLICATION_MAINTENANCE_OF_FIDELITY	42	2	0.002935120059411782	0.03607547230213479	POLE:BLM	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_DNA_DEPENDENT_DNA_REPLICATION_MAINTENANCE_OF_FIDELITY
GO_bp	GO_KETONE_BIOSYNTHETIC_PROCESS	42	2	0.002935120059411782	0.03607547230213479	NDUFA9:REST	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_KETONE_BIOSYNTHETIC_PROCESS
GO_bp	GO_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE	311	4	0.0029764750815194528	0.03652269090011349	FOXM1:IRAK2:TLR6:RIPK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE
GO_bp	GO_POSITIVE_REGULATION_OF_HYDROLASE_ACTIVITY	748	6	0.003025686686041046	0.037064661904002816	ICAM1:PLEK:REST:LARS:RIPK2:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_HYDROLASE_ACTIVITY
GO_bp	GO_LEUKOCYTE_ACTIVATION_INVOLVED_IN_INFLAMMATORY_RESPONSE	43	2	0.003074520852424893	0.03735161696747598	TLR6:TLR2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_LEUKOCYTE_ACTIVATION_INVOLVED_IN_INFLAMMATORY_RESPONSE
GO_bp	GO_POSITIVE_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION	43	2	0.003074520852424893	0.03735161696747598	IL4R:MLH1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION
GO_bp	GO_REGULATION_OF_CENTROSOME_DUPLICATION	43	2	0.003074520852424893	0.03735161696747598	BRCA1:KAT2B	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_CENTROSOME_DUPLICATION
GO_bp	GO_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_OXIDATIVE_STRESS	43	2	0.003074520852424893	0.03735161696747598	PARP1:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_OXIDATIVE_STRESS
GO_bp	GO_REGULATION_OF_PROTEIN_OLIGOMERIZATION	43	2	0.003074520852424893	0.03735161696747598	APOE:EP300	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_PROTEIN_OLIGOMERIZATION
GO_bp	GO_STEROID_METABOLIC_PROCESS	314	4	0.0030804406204479272	0.03736177980246248	CES1:APOE:REST:FGFR4	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_STEROID_METABOLIC_PROCESS
GO_bp	GO_SKELETAL_SYSTEM_DEVELOPMENT	517	5	0.0030864949356427733	0.037373538347569006	ZFPM1:SP3:FRZB:EP300:FGFRL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_SKELETAL_SYSTEM_DEVELOPMENT
GO_bp	GO_REGULATION_OF_LIPID_LOCALIZATION	152	3	0.003103778560268678	0.037397987570450465	APOE:EGF:LPL	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_LIPID_LOCALIZATION
GO_bp	GO_ACTIVATION_OF_MAPK_ACTIVITY	152	3	0.003103778560268678	0.037397987570450465	IRAK2:EGF:RIPK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_ACTIVATION_OF_MAPK_ACTIVITY
GO_bp	GO_FATTY_ACID_BIOSYNTHETIC_PROCESS	152	3	0.003103778560268678	0.037397987570450465	BRCA1:TRIB3:LPL	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_FATTY_ACID_BIOSYNTHETIC_PROCESS
GO_bp	GO_AGING	315	4	0.0031156406509908643	0.03747947427951367	FOXM1:FOS:ICAM1:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_AGING
GO_bp	GO_CELLULAR_PROTEIN_CATABOLIC_PROCESS	756	6	0.003187906290154562	0.03824423970079897	HERC2:APOE:TRIB3:EGF:UBD:CTSB	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CELLULAR_PROTEIN_CATABOLIC_PROCESS
GO_bp	GO_NEGATIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION	521	5	0.0031896216240258186	0.03824423970079897	FOXM1:APOE:PLEK:TRIB3:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION
GO_bp	GO_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS	44	2	0.0032169764008904557	0.03832216620185551	GMPS:PAICS	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS
GO_bp	GO_REGULATION_OF_LONG_TERM_SYNAPTIC_POTENTIATION	44	2	0.0032169764008904557	0.03832216620185551	APOE:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_LONG_TERM_SYNAPTIC_POTENTIATION
GO_bp	GO_VENTRICULAR_SEPTUM_MORPHOGENESIS	44	2	0.0032169764008904557	0.03832216620185551	ZFPM1:FGFRL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_VENTRICULAR_SEPTUM_MORPHOGENESIS
GO_bp	GO_PROTEIN_DESTABILIZATION	44	2	0.0032169764008904557	0.03832216620185551	EP300:HTT	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_PROTEIN_DESTABILIZATION
GO_bp	GO_POSITIVE_REGULATION_OF_CELLULAR_PROTEIN_LOCALIZATION	319	4	0.0032591929522370693	0.03869962552333192	PARP1:LGALS3:EGF:RIOK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_CELLULAR_PROTEIN_LOCALIZATION
GO_bp	GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_ACTIVATION	319	4	0.0032591929522370693	0.03869962552333192	BLM:IL4R:MLH1:RIPK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_ACTIVATION
GO_bp	GO_LOCOMOTION	1915	10	0.003264596569593122	0.03870126578469266	LGALS3:ICAM1:APOE:EP300:KDR:EGF:CSF1R:FGFR4:JAK2:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_LOCOMOTION
GO_bp	GO_MORPHOGENESIS_OF_AN_EPITHELIUM	526	5	0.0033220058373107635	0.03931842657686652	FRZB:RIPK4:EGF:CSF1R:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_MORPHOGENESIS_OF_AN_EPITHELIUM
GO_bp	GO_CELLULAR_RESPONSE_TO_ABIOTIC_STIMULUS	321	4	0.003332635008617022	0.03938081561629439	PARP1:BLM:EP300:REST	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CELLULAR_RESPONSE_TO_ABIOTIC_STIMULUS
GO_bp	GO_REGULATION_OF_PEPTIDYL_THREONINE_PHOSPHORYLATION	45	2	0.003362474904565997	0.03954270487769613	EGF:RIPK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_PEPTIDYL_THREONINE_PHOSPHORYLATION
GO_bp	GO_REGULATION_OF_MICROTUBULE_POLYMERIZATION	45	2	0.003362474904565997	0.03954270487769613	ANKRD53:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_MICROTUBULE_POLYMERIZATION
GO_bp	GO_NEGATIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS	45	2	0.003362474904565997	0.03954270487769613	PLEK:EP300	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS
GO_bp	GO_VIRAL_LIFE_CYCLE	323	4	0.0034071987478801347	0.04000464983533385	OAS3:ICAM1:APOE:CTSB	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_VIRAL_LIFE_CYCLE
GO_bp	GO_ANIMAL_ORGAN_MORPHOGENESIS	1030	7	0.0034358124201537906	0.040276269997018124	ZFPM1:SP3:FRZB:EP300:FGFRL1:CSF1R:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_ANIMAL_ORGAN_MORPHOGENESIS
GO_bp	GO_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT	158	3	0.0034604830362709783	0.04050087630030524	EGF:CSF1R:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT
GO_bp	GO_ORGANOPHOSPHATE_METABOLIC_PROCESS	532	5	0.003486051245281999	0.04073525699971812	PARP1:PLEK:SYNJ1:CSF1R:LPL	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_ORGANOPHOSPHATE_METABOLIC_PROCESS
GO_bp	GO_RESPONSE_TO_PROGESTERONE	46	2	0.0035110045956215185	0.04096172028225105	FOS:TLR2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_RESPONSE_TO_PROGESTERONE
GO_bp	GO_IMPORT_INTO_CELL	773	6	0.0035541720555350986	0.041399626954331185	EPRS:LGALS3:APOE:SYNJ1:EGF:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_IMPORT_INTO_CELL
GO_bp	GO_MODIFICATION_OF_MORPHOLOGY_OR_PHYSIOLOGY_OF_OTHER_ORGANISM	160	3	0.003584721473338588	0.04162354317383668	APOE:EP300:REST	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_MODIFICATION_OF_MORPHOLOGY_OR_PHYSIOLOGY_OF_OTHER_ORGANISM
GO_bp	GO_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	160	3	0.003584721473338588	0.04162354317383668	IL4R:MLH1:RIPK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE
GO_bp	GO_CHROMATIN_ORGANIZATION	776	6	0.00362193523751828	0.04198931229615041	ZFPM1:BRCA1:EP300:KAT2B:REST:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CHROMATIN_ORGANIZATION
GO_bp	GO_PEPTIDYL_LYSINE_ACETYLATION	161	3	0.003647851840860597	0.04206214059206853	BRCA1:EP300:KAT2B	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_PEPTIDYL_LYSINE_ACETYLATION
GO_bp	GO_SELECTIVE_AUTOPHAGY	47	2	0.0036625537386290965	0.04206214059206853	HTT:RIPK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_SELECTIVE_AUTOPHAGY
GO_bp	GO_REGULATION_OF_MEMBRANE_DEPOLARIZATION	47	2	0.0036625537386290965	0.04206214059206853	PARP1:KDR	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_MEMBRANE_DEPOLARIZATION
GO_bp	GO_RESPONSE_TO_INTERLEUKIN_6	47	2	0.0036625537386290965	0.04206214059206853	ICAM1:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_RESPONSE_TO_INTERLEUKIN_6
GO_bp	GO_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION	47	2	0.0036625537386290965	0.04206214059206853	IL4R:RIPK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION
GO_bp	GO_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	47	2	0.0036625537386290965	0.04206214059206853	IL4R:RIPK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION
GO_bp	GO_CELL_CELL_SIGNALING	1638	9	0.0037972817930735717	0.04354137469436935	APOE:FRZB:SYNJ1:REST:EGF:TLR2:PDLIM4:JAK2:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CELL_CELL_SIGNALING
GO_bp	GO_HISTONE_H3_K9_MODIFICATION	48	2	0.0038171106321830822	0.04356484960643735	BRCA1:KAT2B	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_HISTONE_H3_K9_MODIFICATION
GO_bp	GO_RESPONSE_TO_COLD	48	2	0.0038171106321830822	0.04356484960643735	FOS:LPL	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_RESPONSE_TO_COLD
GO_bp	GO_REGULATION_OF_GLUCONEOGENESIS	48	2	0.0038171106321830822	0.04356484960643735	EP300:KAT2B	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_GLUCONEOGENESIS
GO_bp	GO_RESPONSE_TO_ACID_CHEMICAL	336	4	0.00391977247878054	0.04461908292211438	ICAM1:KDR:TLR2:LARS	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_RESPONSE_TO_ACID_CHEMICAL
GO_bp	GO_DEFENSE_RESPONSE_TO_OTHER_ORGANISM	547	5	0.003921622798324611	0.04461908292211438	OAS3:IL4R:TLR6:TLR2:RIPK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_DEFENSE_RESPONSE_TO_OTHER_ORGANISM
GO_bp	GO_PROTEIN_HOMOOLIGOMERIZATION	337	4	0.003961243062539185	0.04487523425142067	BLM:APOE:POLQ:FGFRL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_PROTEIN_HOMOOLIGOMERIZATION
GO_bp	GO_AMINO_ACID_ACTIVATION	49	2	0.00397466360512583	0.04487523425142067	EPRS:LARS	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_AMINO_ACID_ACTIVATION
GO_bp	GO_INTERLEUKIN_1_BETA_SECRETION	49	2	0.00397466360512583	0.04487523425142067	TLR6:RIPK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_INTERLEUKIN_1_BETA_SECRETION
GO_bp	GO_NEGATIVE_REGULATION_OF_FAT_CELL_DIFFERENTIATION	49	2	0.00397466360512583	0.04487523425142067	ZFPM1:TRIB3	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_FAT_CELL_DIFFERENTIATION
GO_bp	GO_T_CELL_APOPTOTIC_PROCESS	49	2	0.00397466360512583	0.04487523425142067	LGALS3:BLM	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_T_CELL_APOPTOTIC_PROCESS
GO_bp	GO_NEGATIVE_REGULATION_OF_CATALYTIC_ACTIVITY	793	6	0.004024298573804682	0.04536594251144848	LGALS3:SERPINA1:APOE:TRIB3:KAT2B:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_CATALYTIC_ACTIVITY
GO_bp	GO_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION	167	3	0.004040932036977245	0.0454836913809843	IL4R:RIPK2:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION
GO_bp	GO_REGULATION_OF_MACROAUTOPHAGY	168	3	0.004108848967159554	0.04614898078328277	HTT:KDR:RIPK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_MACROAUTOPHAGY
GO_bp	GO_POSITIVE_REGULATION_OF_CELL_MATRIX_ADHESION	50	2	0.004135201021128028	0.04614898078328277	KDR:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_CELL_MATRIX_ADHESION
GO_bp	GO_REGULATION_OF_FATTY_ACID_BIOSYNTHETIC_PROCESS	50	2	0.004135201021128028	0.04614898078328277	BRCA1:TRIB3	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_FATTY_ACID_BIOSYNTHETIC_PROCESS
GO_bp	GO_PROTEIN_LIPID_COMPLEX_SUBUNIT_ORGANIZATION	50	2	0.004135201021128028	0.04614898078328277	APOE:LPL	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_PROTEIN_LIPID_COMPLEX_SUBUNIT_ORGANIZATION
GO_bp	GO_INTERFERON_BETA_PRODUCTION	50	2	0.004135201021128028	0.04614898078328277	TLR2:RIPK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_INTERFERON_BETA_PRODUCTION
GO_bp	GO_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION	554	5	0.004137711338256238	0.04614898078328277	FOXM1:APOE:ARHGEF3:JAK2:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION
GO_bp	GO_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS	343	4	0.004216333331170544	0.046883585452501514	IL4R:ICAM1:MLH1:RIPK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS
GO_bp	GO_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY	343	4	0.004216333331170544	0.046883585452501514	PARP1:FOS:EP300:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY
GO_bp	GO_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION	170	3	0.004246762420357629	0.04715060995412171	APOE:KDR:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION
GO_bp	GO_PROTEIN_COMPLEX_OLIGOMERIZATION	559	5	0.0042971966504263956	0.0474407325302814	BLM:APOE:EP300:POLQ:FGFRL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_PROTEIN_COMPLEX_OLIGOMERIZATION
GO_bp	GO_POSITIVE_REGULATION_OF_INTERLEUKIN_1_PRODUCTION	51	2	0.0042987112741724376	0.0474407325302814	RIPK2:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_INTERLEUKIN_1_PRODUCTION
GO_bp	GO_POSITIVE_REGULATION_OF_NOTCH_SIGNALING_PATHWAY	51	2	0.0042987112741724376	0.0474407325302814	EP300:KAT2B	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_NOTCH_SIGNALING_PATHWAY
GO_bp	GO_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY	51	2	0.0042987112741724376	0.0474407325302814	TRIB3:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY
GO_bp	GO_SKELETAL_MUSCLE_ORGAN_DEVELOPMENT	171	3	0.00431676315677836	0.04749731916515111	FOS:EP300:FGFRL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_SKELETAL_MUSCLE_ORGAN_DEVELOPMENT
GO_bp	GO_GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS	171	3	0.00431676315677836	0.04749731916515111	PLEK:SYNJ1:CSF1R	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS
GO_bp	GO_POSITIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY	172	3	0.004387462676657736	0.04820306528166571	EGF:TLR2:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY
GO_bp	GO_NEGATIVE_REGULATION_OF_CELL_CYCLE_PROCESS	348	4	0.004437224594335039	0.04867701607218289	BLM:BRCA1:EP300:KAT2B	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_CELL_CYCLE_PROCESS
GO_bp	GO_HEART_DEVELOPMENT	564	5	0.004461035963337389	0.04876536927615041	ZFPM1:EP300:KAT2B:FGFRL1:REST	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_HEART_DEVELOPMENT
GO_bp	GO_REGULATION_OF_TRANSCRIPTION_REGULATORY_REGION_DNA_BINDING	52	2	0.004465182792224385	0.04876536927615041	PARP1:EP300	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_TRANSCRIPTION_REGULATORY_REGION_DNA_BINDING
GO_bp	GO_DNA_SYNTHESIS_INVOLVED_IN_DNA_REPAIR	52	2	0.004465182792224385	0.04876536927615041	POLE:BLM	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_DNA_SYNTHESIS_INVOLVED_IN_DNA_REPAIR
GO_bp	GO_NIK_NF_KAPPAB_SIGNALING	174	3	0.004530966286365833	0.049410389027876665	EP300:TLR6:TLR2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_NIK_NF_KAPPAB_SIGNALING
GWAScatalog	Platelet count	348	11	6.013031526050288e-11	1.0913652219781273e-07	PARP1:SERPINA1:ZFPM1:TYK2:APOE:ARHGEF3:REST:EGF:UBD:PLEC:JAK2	
GWAScatalog	Blood protein levels	1935	16	5.190475010504012e-07	0.0004338913413367978	EPRS:LGALS3:SERPINA1:ICAM1:APOE:FRZB:ARHGEF3:KDR:EGF:CCNH:PDLIM4:CSF1R:UBD:MDC1:TAP1:CTSB	
GWAScatalog	Lymphocyte counts	163	6	7.171757708046244e-07	0.0004338913413367978	RNASE12:ICAM1:TYK2:PLEK:TTC28:ARHGEF3	
GWAScatalog	Crohn's disease	630	9	3.062049289610426e-06	0.001389404865160731	EPRS:FOS:ICAM1:TYK2:EP300:PDLIM4:UBD:RIPK2:JAK2	
GWAScatalog	Plateletcrit	219	6	3.97574426167401e-06	0.0014431951669876654	ZFPM1:PLEK:ARHGEF3:EGF:PLEC:JAK2	
GWAScatalog	Leprosy	25	3	1.4784387572090733e-05	0.0044722772405574466	IL4R:CTSB:RIPK2	
GWAScatalog	Reticulocyte fraction of red cells	175	5	2.175746127731078e-05	0.0056066998646167685	ZFPM1:APOE:ARHGEF3:EGF:HSPA4	
GWAScatalog	LDL cholesterol	182	5	2.625953073540238e-05	0.0056066998646167685	SERPINA1:ZFPM1:APOE:PLEC:JAK2	
